farmer_id,location,NDVI,avg_rainfall,avg_temp,crop_type,price_of_crop,farm_size_in_squire_meter,previous_loans_count,defaulted_loans_count,crop_yeild_per_squiremeter,total_yield(ksh),sesional_expense,credict_score,interest_rate,loan_limit,loan_duration
FARM_9892,"""4.41448306968130932403937549679540097713470459,38.9348""",0.53,629,25.8,Potatoes,52,4840,0,0,2.25,566280.0,105154,631,13.5,219669,21
FARM_9893,"""-1.03841172222675082181808647874277085065841675,37.2915""",0.72,694,23.4,Maize,102,1586,1,0,0.75,121329.0,30009,625,13.7,46762,17
FARM_9894,"""-2.58497792287117755805070373753551393747329712,41.3747""",0.38,1080,20.2,Coconut,71,5569,1,0,1.53,604960.47,32190,529,14.6,208963,7
FARM_9895,"""-3.10668173657431312406629331235308200120925903,37.9965""",0.33,426,24.0,Coffee,424,412,1,0,0.86,150231.68,32686,657,11.3,59905,6
FARM_9896,"""1.50869593632408616201701079262420535087585449,39.6718""",0.2,510,23.8,Sorghum,47,940,4,0,0.56,24740.8,4625,655,14.9,9845,22
FARM_9897,"""0.96784126514369361871104047168046236038208008,35.7509""",0.54,689,19.3,Wheat,89,1758,1,0,1.0,156462.0,12806,596,13.1,58412,8
FARM_9898,"""1.28503474378298321312286134343594312667846680,40.0878""",0.85,442,20.5,Cotton,176,5461,1,0,0.74,711240.64,148893,675,12.1,288942,13
FARM_9899,"""-3.88154394414349424025090229406487196683883667,39.7676""",0.4,100,31.2,Tea,218,1389,1,0,0.71,214989.42,44179,718,13.6,91191,8
FARM_9900,"""3.60987162653546445056917946203611791133880615,41.2327""",0.23,546,24.9,Potatoes,98,987,4,0,2.33,225371.58,24699,704,12.5,94280,16
FARM_9901,"""-1.07982250967585091672162889153696596622467041,34.2706""",0.63,635,29.6,Beans,151,1433,5,0,0.88,190417.04,27634,647,13.7,75135,23
FARM_9902,"""-1.78566452019767130110494690597988665103912354,37.5800""",0.24,746,21.2,Wheat,106,10232,6,0,1.25,1355740.0,77085,573,14.9,493150,20
FARM_9903,"""-0.40003854059602517168059421237558126449584961,39.4332""",0.55,458,19.5,Beans,111,642,1,0,0.68,48458.16,2481,683,11.9,19848,11
FARM_9904,"""-1.07238558854705701151033281348645687103271484,34.7613""",0.47,1118,23.5,Coffee,396,1095,3,0,0.91,394594.2,40438,847,9.8,188583,16
FARM_9905,"""3.33126612919405662438521176227368414402008057,37.2848""",0.53,894,20.1,Maize,113,627,2,0,0.64,45344.64,5037,630,13.1,17571,15
FARM_9906,"""3.94212706934039669448566201026551425457000732,41.5372""",0.31,423,22.5,Cotton,155,2678,0,0,0.43,178488.7,39454,619,13.6,68346,14
FARM_9907,"""-1.87788508701866208028263827145565301179885864,37.4875""",0.26,547,18.8,Potatoes,55,629,1,0,1.6,55352.0,7877,607,14.7,20918,17
FARM_9908,"""3.33460300937758002959299119538627564907073975,41.8832""",0.72,528,21.6,Sorghum,37,1866,0,0,0.88,60756.96,14478,662,13.1,24353,14
FARM_9909,"""2.56816510465752489977830919087864458560943604,34.4547""",0.37,432,17.5,Maize,72,773,2,0,0.93,51760.08,9395,680,16.3,21135,24
FARM_9910,"""3.95651135280628540868974596378393471240997314,39.7426""",0.76,987,21.3,Coconut,104,2389,0,0,0.89,221125.84,38677,543,14.6,77670,23
FARM_9911,"""-2.41452209667124328973386582219973206520080566,38.6481""",0.73,433,23.7,Cotton,182,1951,0,0,1.15,408344.3,46780,762,10.8,180692,24
FARM_9912,"""0.66572009612510552045705480850301682949066162,38.0043""",0.34,726,23.0,Beans,116,3724,0,0,0.69,298068.96,28719,830,10.1,140341,26
FARM_9913,"""-2.14673536191386471472242192248813807964324951,41.7668""",0.84,570,23.9,Sorghum,87,2640,5,0,0.34,78091.2,11128,627,13.7,30163,23
FARM_9914,"""2.96407876150468041487329173833131790161132812,35.0372""",0.31,650,19.4,Sugarcane,78,5168,0,0,2.67,1076287.68,214909,730,10.8,461907,17
FARM_9915,"""-4.65048502768910232418875239090994000434875488,41.1680""",0.76,957,21.3,Sugarcane,64,13956,1,0,1.35,1205798.4,148848,739,10.8,522010,16
FARM_9916,"""0.55281821484348370177031029015779495239257812,39.5299""",0.49,779,18.1,Sugarcane,91,14901,1,0,1.8,2440783.8,530885,674,12.3,990551,33
FARM_9917,"""-1.54540808917116256893109493830706924200057983,36.0720""",0.33,791,24.3,Wheat,98,2483,1,1,0.8,194667.2,37039,677,12.6,79246,11
FARM_9918,"""-1.69904152417627196669513978122267872095108032,41.2134""",0.86,779,29.8,Wheat,90,2097,1,0,1.0,188730.0,15365,697,14.1,78402,6
FARM_9919,"""1.29762881194372781124002358410507440567016602,37.4344""",0.87,821,21.4,Coffee,369,1177,1,0,0.76,330077.88,39053,717,11.6,139871,29
FARM_9920,"""3.21880537862014382000097612035460770130157471,40.5138""",0.56,438,20.2,Tomatoes,42,1288,1,0,0.87,47063.52,2795,609,14.7,17825,28
FARM_9921,"""0.96551713995793431166703157941810786724090576,37.1107""",0.53,530,13.8,Wheat,83,2189,2,0,1.08,196221.96,25054,553,16.3,69741,19
FARM_9922,"""3.23450870141451929384857066906988620758056641,40.8074""",0.83,793,19.7,Vegetables,105,696,1,1,1.47,107427.6,15752,625,13.9,41404,31
FARM_9923,"""-2.23924685950642121667897299630567431449890137,39.0930""",0.62,519,24.7,Coffee,398,2946,3,0,0.41,480728.28,103928,725,12.6,205311,22
FARM_9924,"""0.13136724931432475216297461884096264839172363,35.1284""",0.39,612,23.1,Beans,98,288,0,0,1.08,30481.92,4023,550,14.6,10796,19
FARM_9925,"""-0.51001018667619302249249813030473887920379639,39.1973""",0.5,769,25.3,Sorghum,37,1897,1,0,0.43,30181.27,5249,603,14.0,11356,29
FARM_9926,"""-4.59170243462120541977355969720520079135894775,35.5308""",0.79,976,28.1,Maize,100,762,2,0,1.25,95250.0,11600,761,10.1,42108,22
FARM_9927,"""0.47835293120888344731156394118443131446838379,37.2954""",0.8,914,20.6,Beans,93,1161,0,0,0.94,101494.62,19014,706,10.1,42543,34
FARM_9928,"""1.45217621455942680341877348837442696094512939,35.3624""",0.86,1100,18.7,Tomatoes,46,2846,1,0,1.05,137461.8,11635,712,11.9,57963,15
FARM_9929,"""0.80480396109735163889808973181061446666717529,34.1761""",0.4,737,24.6,Wheat,79,589,2,0,1.11,51649.41,4837,711,10.6,21757,15
FARM_9930,"""2.14740305868582037618352842400781810283660889,35.6951""",0.68,730,22.3,Potatoes,80,857,0,0,1.14,78158.4,17340,643,14.4,30710,17
FARM_9931,"""0.61345761461361725253027543658390641212463379,38.2910""",0.25,535,18.3,Tomatoes,56,532,4,1,1.93,57498.56,6971,408,18.8,16962,10
FARM_9932,"""-4.07922262988796102689548206399194896221160889,37.8525""",0.71,839,17.6,Coffee,376,5687,2,0,0.86,1838948.32,183932,637,12.8,717956,26
FARM_9933,"""-3.61705662601218413954029529122635722160339355,38.0120""",0.59,1014,25.1,Coffee,292,256,0,0,1.07,79984.64,4188,570,14.4,28994,20
FARM_9934,"""0.84721357115875761678580602165311574935913086,35.9815""",0.37,559,22.7,Coconut,57,1058,2,0,1.0,60306.0,11668,656,13.7,24022,7
FARM_9935,"""-2.14269351464514645755343735800124704837799072,39.4813""",0.66,811,17.5,Tomatoes,76,3640,2,0,1.4,387296.0,55616,675,11.2,157339,11
FARM_9936,"""-3.95930029997667798369320735218934714794158936,39.6341""",0.29,980,22.6,Coconut,43,4767,0,0,1.4,286973.4,24306,703,13.7,119931,30
FARM_9937,"""-0.70469448592851513524237816454842686653137207,36.8637""",0.43,491,18.1,Tea,219,4926,4,0,0.65,701216.1,157769,631,13.6,272013,19
FARM_9938,"""0.45520016217799508240204886533319950103759766,41.0494""",0.48,837,24.4,Tea,301,3252,3,0,0.64,626465.28,131359,735,12.1,270163,7
FARM_9939,"""-1.64266230834865911702991070342250168323516846,39.1522""",0.74,851,25.3,Coconut,56,719,0,0,1.11,44693.04,4711,572,15.7,16238,19
FARM_9940,"""2.00003343069973560375274246325716376304626465,39.7043""",0.42,143,25.4,Coffee,371,1938,1,1,0.95,683048.1,64553,748,12.4,298264,18
FARM_9941,"""1.28706665534157504993117981939576566219329834,36.2187""",0.23,566,23.2,Vegetables,66,304,1,0,1.17,23474.88,3131,553,15.0,8343,16
FARM_9942,"""-1.60478924184745075365299271652474999427795410,34.0049""",0.33,421,22.9,Sorghum,87,806,3,0,0.57,39969.54,4915,671,11.5,16171,19
FARM_9943,"""2.32031451884961370524251833558082580566406250,40.9230""",0.63,572,21.5,Maize,103,579,0,0,0.82,48902.34,3982,761,10.6,21619,34
FARM_9944,"""1.33286389555722983857322105905041098594665527,40.5794""",0.21,596,19.0,Cotton,182,955,2,0,1.04,180762.4,44511,867,7.7,87896,17
FARM_9945,"""1.22824202207648980333942745346575975418090820,34.9855""",0.75,691,26.2,Wheat,105,1456,1,0,1.34,204859.2,23944,562,16.5,73579,20
FARM_9946,"""0.44687761731973285606045465101487934589385986,36.9928""",0.83,927,24.3,Tomatoes,57,507,1,0,1.04,30054.96,4690,546,14.6,10594,14
FARM_9947,"""-4.59407608677645917794052365934476256370544434,39.2907""",0.55,1005,19.1,Sorghum,79,5970,0,0,0.74,349006.2,69301,661,13.8,139748,15
FARM_9948,"""1.77751680633506925488518390920944511890411377,39.2169""",0.7,744,16.4,Vegetables,77,492,3,2,0.64,24245.76,5711,607,11.9,9163,17
FARM_9949,"""-1.20281134268484457550130173331126570701599121,40.8828""",0.52,1024,20.1,Vegetables,68,2193,1,0,0.73,108860.52,8689,624,15.3,41911,17
FARM_9950,"""4.06627030447549753233715819078497588634490967,35.1221""",0.42,908,26.7,Beans,119,324,2,0,1.16,44724.96,3503,585,13.7,16492,13
FARM_9951,"""2.90725837101800976824961253441870212554931641,37.4395""",0.32,679,23.7,Maize,79,1891,4,0,0.89,132956.21,22773,610,13.7,50413,28
FARM_9952,"""0.76555856664120369714510161429643630981445312,34.7778""",0.56,1066,22.8,Potatoes,95,482,3,0,1.68,76927.2,7858,613,12.5,29264,17
FARM_9953,"""-2.35470756908079437152991886250674724578857422,37.1168""",0.85,717,26.6,Maize,100,5421,0,0,0.75,406575.0,74470,815,9.6,188888,11
FARM_9954,"""-2.80542824251770106513959035510197281837463379,34.1209""",0.82,762,14.8,Beans,100,1519,2,1,1.01,153419.0,12540,612,12.6,58299,22
FARM_9955,"""-1.53442100959879290655862860148772597312927246,41.1862""",0.84,458,21.7,Tea,222,1000,0,0,0.76,168720.0,27918,549,14.7,59685,27
FARM_9956,"""-0.26791812470582776484206988243386149406433105,38.2164""",0.88,790,26.3,Potatoes,62,2620,2,1,1.27,206298.8,40538,620,14.4,79081,18
FARM_9957,"""-1.94659075663779201903480498003773391246795654,40.7984""",0.32,805,18.5,Vegetables,128,1417,2,0,0.91,165052.16,32088,646,13.4,65058,16
FARM_9958,"""0.08884430715009017376360134221613407135009766,34.4792""",0.3,917,18.9,Vegetables,126,2901,1,0,1.62,592152.12,115798,522,15.5,202812,19
FARM_9959,"""-3.16205504272737103477197706524748355150222778,35.8197""",0.5,644,21.3,Cotton,153,4018,1,0,0.84,516393.36,92850,512,16.4,174713,14
FARM_9960,"""4.39272915927714979744678203132934868335723877,36.0750""",0.68,518,20.1,Sorghum,50,1355,3,0,0.79,53522.5,13303,572,14.2,19447,20
FARM_9961,"""-3.69630163882555695664677841705270111560821533,37.0935""",0.51,802,20.7,Coconut,69,1533,3,0,1.17,123759.09,29978,567,15.4,44708,19
FARM_9962,"""3.96708049878566004764479657751508057117462158,40.4229""",0.82,885,22.6,Potatoes,90,513,1,0,1.62,74795.4,5169,857,8.6,36058,23
FARM_9963,"""3.79627550604506236453516976325772702693939209,37.0925""",0.7,616,20.0,Maize,101,4134,5,0,0.9,375780.6,46650,543,16.1,131993,22
FARM_9964,"""0.18585248092133177522100595524534583091735840,35.6372""",0.64,490,20.8,Sugarcane,86,1794,1,0,1.78,274625.52,58216,777,12.2,123238,12
FARM_9965,"""2.04166552807558510096441750647500157356262207,34.5199""",0.25,597,19.1,Sugarcane,139,2962,1,0,2.11,868724.98,123024,514,15.5,294643,16
FARM_9966,"""-0.64475082885493328888060204917564988136291504,34.6359""",0.32,1097,21.3,Coconut,58,1133,1,0,1.25,82142.5,8973,724,11.8,35047,20
FARM_9967,"""1.15932157114467582204042628291063010692596436,40.0804""",0.5,457,22.7,Cotton,167,294,3,0,1.02,50079.96,11403,773,10.0,22390,16
FARM_9968,"""-1.53264378198359629834612860577180981636047363,37.5584""",0.88,450,22.4,Sugarcane,134,768,0,0,1.4,144076.8,18386,681,12.7,58891,20
FARM_9969,"""-1.89922111599535803350136120570823550224304199,39.8094""",0.43,1167,19.9,Coffee,446,200,0,0,0.52,46384.0,2565,594,15.2,17278,19
FARM_9970,"""0.67753701137647759367155231302604079246520996,39.4583""",0.64,661,19.4,Coffee,305,1263,0,0,0.94,362102.1,51329,503,18.0,121153,13
FARM_9971,"""-0.06739403008898214864075271179899573326110840,35.0829""",0.89,394,20.7,Sugarcane,64,4952,2,0,2.67,846197.76,110554,696,13.0,351172,14
FARM_9972,"""0.68968823309482463201902646687813103199005127,35.1431""",0.38,347,20.5,Sorghum,70,576,3,1,0.86,34675.2,3256,492,15.5,11443,18
FARM_9973,"""-2.03405659403068606039255428186152130365371704,40.0427""",0.32,843,18.1,Tomatoes,81,9117,1,0,1.98,1462184.46,178208,771,10.6,652500,29
FARM_9974,"""-1.28729216410194391428944982180837541818618774,39.7701""",0.58,784,18.6,Maize,96,629,1,0,0.92,55553.28,4147,611,14.4,21087,19
FARM_9975,"""-3.91974896615114332121265761088579893112182617,37.0242""",0.59,846,23.8,Sugarcane,137,292,3,0,1.33,53205.32,8759,782,9.8,23987,17
FARM_9976,"""-4.21382973786848680219918605871498584747314453,34.6194""",0.85,485,13.8,Maize,91,527,0,0,1.11,53232.27,7131,543,15.0,18698,22
FARM_9977,"""-2.34284869404094875378063989046495407819747925,34.0968""",0.22,403,24.0,Wheat,71,2874,0,0,0.58,118351.32,8438,626,12.2,45664,16
FARM_9978,"""-4.00950420822592423775176939670927822589874268,36.3053""",0.49,835,23.2,Wheat,75,1305,2,0,1.23,120386.25,29972,626,13.2,46449,23
FARM_9979,"""-3.73489520969691168872373054909985512495040894,34.0738""",0.42,439,25.1,Coffee,364,3181,3,0,0.93,1076832.12,264091,781,9.9,485023,16
FARM_9980,"""2.86023417016361491960196872241795063018798828,35.8406""",0.6,659,21.7,Sorghum,73,5125,2,0,0.5,187062.5,41379,639,15.6,73188,20
FARM_9981,"""-4.33847461774478926344045248697511851787567139,37.3560""",0.21,479,26.0,Wheat,65,618,1,0,1.21,48605.7,4846,733,11.3,20921,24
FARM_9982,"""1.42816798359310759281015634769573807716369629,34.9713""",0.7,1112,25.2,Tomatoes,45,2715,3,1,1.48,180819.0,12495,614,13.8,68862,19
FARM_9983,"""-2.16521293601677511375669382687192410230636597,34.8342""",0.54,931,30.4,Coconut,117,414,2,0,1.22,59094.36,7566,599,14.7,22136,8
FARM_9984,"""3.40537483058557644000075015355832874774932861,41.1715""",0.69,1359,30.0,Sorghum,78,643,1,0,0.48,24073.92,4929,502,15.0,8045,28
FARM_9985,"""-0.18957175342925403072058543330058455467224121,38.6838""",0.51,860,19.2,Sorghum,33,2527,1,0,0.54,45031.14,10095,606,13.5,16999,30
FARM_9986,"""-1.85813892825122062291143265611026436090469360,41.4756""",0.53,778,33.2,Tea,315,3991,1,0,1.18,1483454.7,190517,582,13.9,545170,14
FARM_9987,"""0.11404210191174168897987328818999230861663818,36.7666""",0.83,870,27.3,Coffee,357,1059,1,0,0.7,264644.1,35045,720,10.4,112474,13
FARM_9988,"""-1.14779042287899990526511828647926449775695801,39.4172""",0.35,307,21.2,Potatoes,109,2352,1,1,2.03,520427.04,26848,678,11.1,212074,19
FARM_9989,"""0.54799990142942078819032758474349975585937500,35.6375""",0.35,254,17.5,Potatoes,107,1122,2,0,1.26,151268.04,33306,517,14.7,51494,20
FARM_9990,"""-3.63484432456496175944948845426551997661590576,38.9467""",0.59,878,20.3,Maize,120,20000,1,0,1.16,2784000.0,349464,627,12.0,1000000,9
FARM_9991,"""4.57201167615672598998344255960546433925628662,35.0367""",0.66,555,20.6,Cotton,217,1798,0,0,0.88,343346.08,84930,528,16.4,118454,22
FARM_9992,"""-0.74233033742052656478449534915853291749954224,34.0166""",0.45,700,24.0,Beans,92,1613,0,0,0.78,115748.88,13819,814,8.0,53727,17
FARM_9993,"""-1.46145505072147141589766761171631515026092529,41.4523""",0.56,293,18.8,Coconut,44,661,6,0,0.92,26757.28,1353,708,11.5,11238,20
FARM_9994,"""1.90495158934126340710690783453173935413360596,38.4392""",0.36,570,21.9,Maize,120,1446,2,0,1.33,230781.6,21574,739,14.0,99909,31
FARM_9995,"""-1.31573551959340795391995015961583703756332397,41.4155""",0.3,610,24.4,Maize,114,2217,3,0,0.6,151642.8,24030,793,7.2,69061,18
FARM_9996,"""3.04945103676744633247608362580649554729461670,36.6707""",0.37,931,18.6,Tomatoes,71,1297,2,0,1.74,160231.38,33618,634,14.9,62357,17
FARM_9997,"""-0.47528226344804469505334054701961576938629150,36.6223""",0.84,733,21.6,Coffee,295,913,0,0,0.69,185841.15,10153,636,13.5,72478,23
FARM_9998,"""1.99189324336854500785420896136201918125152588,37.2052""",0.76,355,19.2,Tomatoes,48,2958,0,0,1.63,231433.92,12211,523,14.6,79363,21
FARM_9999,"""-3.70068508709045529414538577839266508817672729,39.6483""",0.3,570,28.3,Cotton,190,1027,0,0,0.63,122931.9,12789,777,10.2,55166,13
FARM_10000,"""3.16890842566253994050384790170937776565551758,38.5265""",0.23,977,19.6,Maize,89,3925,3,0,0.96,335352.0,28859,729,9.7,143782,22
FARM_10001,"""2.14217727703642157877084173378534615039825439,41.4028""",0.27,587,23.1,Vegetables,110,898,1,0,1.41,139279.8,20487,700,10.4,58033,14
FARM_10002,"""-2.73103396030371925462532090023159980773925781,34.2035""",0.41,925,18.1,Tea,214,887,2,1,0.74,140465.32,32257,616,14.9,53611,18
FARM_10003,"""-3.34884010936418441417572466889396309852600098,39.6656""",0.77,563,19.1,Coffee,418,3489,0,0,1.08,1575074.16,152035,583,14.7,579496,23
FARM_10004,"""-1.75848115685169315014491075999103486537933350,36.6426""",0.42,784,20.6,Beans,131,2982,2,0,0.79,308607.18,37952,718,11.6,130901,24
FARM_10005,"""4.37745645009671147107610522652976214885711670,35.4419""",0.33,715,17.6,Tomatoes,50,6409,0,0,1.69,541560.5,105455,638,15.7,211660,6
FARM_10006,"""-2.31146635652635490387751815433148294687271118,38.0832""",0.48,673,22.5,Coconut,91,694,1,0,1.53,96625.62,15500,462,17.0,30679,13
FARM_10007,"""-0.45801695679631038160550815518945455551147461,38.0405""",0.29,372,16.7,Sugarcane,131,1793,2,0,1.75,411045.25,35683,580,14.3,150717,14
FARM_10008,"""-4.42081190082877206748435128247365355491638184,35.0961""",0.53,297,22.2,Cotton,200,3847,1,1,0.6,461640.0,48932,714,11.2,195043,11
FARM_10009,"""-1.00578397503403715873560031468514353036880493,35.6152""",0.67,761,22.2,Beans,143,5701,1,0,0.63,513603.09,104461,793,11.0,233903,12
FARM_10010,"""0.61327614352785531082190573215484619140625000,37.2653""",0.46,709,22.5,Sorghum,51,4251,2,1,0.36,78048.36,5674,499,16.4,25984,26
FARM_10011,"""4.16405889632407610889686111477203667163848877,37.2705""",0.32,567,24.9,Cotton,150,1506,2,1,0.65,146835.0,8521,438,17.1,45152,24
FARM_10012,"""0.10564521794259906783963742782361805438995361,36.5405""",0.52,481,25.5,Tomatoes,90,2637,3,0,1.66,393967.8,83562,715,10.8,166616,14
FARM_10013,"""2.91769813345249673375292331911623477935791016,35.1884""",0.73,1035,19.0,Vegetables,93,444,2,1,1.52,62763.84,3659,427,18.0,19012,19
FARM_10014,"""0.38828707589077549044986881199292838573455811,34.0350""",0.25,948,23.4,Sorghum,57,17142,1,0,0.74,723049.56,75722,827,9.9,339532,17
FARM_10015,"""-4.32069937504968137886862677987664937973022461,41.7619""",0.25,887,22.0,Sorghum,52,2334,2,0,0.66,80102.88,13285,725,10.6,34211,25
FARM_10016,"""-1.77042304073510159412307984894141554832458496,41.5480""",0.42,1103,25.4,Maize,68,1411,1,0,1.09,104583.32,5661,572,15.9,37999,14
FARM_10017,"""0.65261042282926062796377664199098944664001465,37.8692""",0.49,425,20.2,Wheat,62,3404,5,0,0.91,192053.68,44132,680,10.7,78422,17
FARM_10018,"""4.14052388315945751884328274172730743885040283,41.9604""",0.35,769,16.0,Beans,133,1607,0,0,0.84,179534.04,41879,796,12.1,81987,26
FARM_10019,"""3.28991234568646984115503073553554713726043701,39.3892""",0.22,353,21.3,Tomatoes,50,10960,3,0,1.6,876800.0,111928,894,9.0,436208,23
FARM_10020,"""-2.57629278813671680481434123066719621419906616,34.5509""",0.35,599,21.8,Sorghum,81,12903,0,0,0.65,679342.95,148758,566,14.5,245130,27
FARM_10021,"""-2.65297858082177917538047040579840540885925293,34.9417""",0.5,622,26.1,Vegetables,90,929,3,1,1.07,89462.7,4847,559,13.9,32020,26
FARM_10022,"""-2.82909140584072282820216059917584061622619629,41.3289""",0.26,530,25.0,Beans,127,1871,2,0,0.9,213855.3,15860,594,13.8,79661,26
FARM_10023,"""3.87923973561327972703338673454709351062774658,39.0404""",0.7,690,17.6,Potatoes,92,1597,0,0,1.36,199816.64,18197,870,7.3,97411,13
FARM_10024,"""3.22979522384600237217000540113076567649841309,40.7455""",0.59,1238,26.0,Beans,119,279,3,1,0.75,24900.75,2590,469,15.7,7979,26
FARM_10025,"""2.50641591995242407620025915093719959259033203,41.1862""",0.5,765,18.8,Wheat,56,3093,2,0,0.85,147226.8,25347,665,12.1,59197,23
FARM_10026,"""-1.04756343771468340975161481765098869800567627,37.5835""",0.56,945,19.0,Sugarcane,136,1670,0,0,2.03,461053.6,112503,673,12.7,186919,20
FARM_10027,"""-0.00925945002146821849464686238206923007965088,34.3882""",0.66,726,22.5,Tomatoes,79,3283,2,0,1.69,438313.33,35634,796,9.7,200163,27
FARM_10028,"""-0.38171477340507831144122974365018308162689209,35.5062""",0.9,281,22.7,Tomatoes,119,476,1,0,1.29,73070.76,16008,900,10.5,36535,26
FARM_10029,"""-2.34339759969783445470170590851921588182449341,34.5326""",0.74,542,21.5,Coconut,81,5606,1,0,1.57,712915.02,145064,499,13.9,237341,17
FARM_10030,"""-0.00323917081646740712130849715322256088256836,35.5099""",0.58,566,21.5,Sugarcane,89,1674,1,1,2.62,390343.32,49219,760,12.1,172402,6
FARM_10031,"""-4.41638210496938388160970134777016937732696533,37.2843""",0.74,689,17.5,Tomatoes,70,363,0,0,1.07,27188.7,4453,727,13.3,11634,17
FARM_10032,"""-3.47416352647362991490354033885523676872253418,34.9456""",0.53,851,21.6,Sorghum,86,420,0,0,0.8,28896.0,3486,556,16.0,10306,19
FARM_10033,"""3.54528324437120101464415711234323680400848389,35.3339""",0.42,915,26.2,Beans,149,1568,3,1,0.59,137842.88,13590,531,15.3,47728,32
FARM_10034,"""2.29062183339223679467977490276098251342773438,37.5666""",0.38,787,21.7,Tea,341,1006,0,0,1.18,404794.28,31014,639,13.3,158376,30
FARM_10035,"""-0.76732379575049014519549928081687539815902710,36.7214""",0.48,965,28.3,Cotton,168,699,3,0,0.51,59890.32,10897,513,15.4,20288,21
FARM_10036,"""0.10949836924005840188556248904205858707427979,37.7413""",0.2,537,22.0,Tomatoes,67,2276,1,0,1.54,234837.68,20244,891,10.5,116538,16
FARM_10037,"""-1.25901036057220983011006865126546472311019897,37.4334""",0.32,840,19.1,Wheat,91,2475,1,0,0.61,137387.25,30696,716,11.3,58161,14
FARM_10038,"""2.18925276459425433017713658045977354049682617,39.1558""",0.29,825,18.9,Coffee,339,2069,1,0,0.7,490973.7,83170,694,12.3,203345,18
FARM_10039,"""2.59294076685834085083115496672689914703369141,41.4975""",0.87,925,25.8,Sorghum,77,465,1,0,0.33,11815.65,2208,732,11.0,5081,28
FARM_10040,"""2.39855226888937966833736936678178608417510986,34.8629""",0.25,517,23.0,Tea,357,1490,1,0,1.31,696828.3,120850,686,10.8,286280,8
FARM_10041,"""2.02028904096038175453031726647168397903442383,34.7941""",0.55,1160,17.1,Wheat,92,1897,2,0,1.31,228626.44,40842,646,13.4,90117,16
FARM_10042,"""-2.79810965015699864011367026250809431076049805,40.8224""",0.84,503,22.5,Sorghum,58,499,1,0,0.37,10708.54,2453,616,12.3,4087,19
FARM_10043,"""-1.55687919306354727311259011912625283002853394,38.0512""",0.63,584,23.9,Coffee,316,2518,0,0,0.83,660421.04,75753,581,13.3,242430,13
FARM_10044,"""-0.33043745465182272624815595918335020542144775,40.1312""",0.55,887,17.5,Cotton,152,2046,4,0,0.91,283002.72,54439,638,14.6,110607,28
FARM_10045,"""-1.62362517972280251399297412717714905738830566,35.7234""",0.72,308,21.2,Potatoes,43,325,1,1,1.11,15512.25,1290,559,14.5,5552,9
FARM_10046,"""2.32094386147245934637339814798906445503234863,40.6309""",0.45,467,19.0,Cotton,121,693,1,1,1.18,98946.54,17656,487,17.5,32446,11
FARM_10047,"""-1.63701222447542127369501940847840160131454468,41.3908""",0.34,722,20.4,Coconut,61,1520,3,1,1.44,133516.8,17505,522,13.9,45730,20
FARM_10048,"""-3.41444159289636450793636868183966726064682007,39.0839""",0.79,244,18.5,Tea,377,3264,2,2,0.74,910590.72,199489,505,17.3,305427,10
FARM_10049,"""-0.98892379595077217757648213591892272233963013,34.8470""",0.24,501,15.2,Beans,96,200,2,0,0.81,15552.0,1854,697,12.1,6461,19
FARM_10050,"""4.41320422487613672757333915797062218189239502,41.1624""",0.77,722,17.1,Sugarcane,95,4714,2,0,2.16,967312.8,213821,793,9.1,440530,21
FARM_10051,"""-2.59930285971774432951519884227309376001358032,40.3399""",0.27,494,25.5,Wheat,73,1162,3,1,1.03,87370.78,12357,737,11.0,37751,22
FARM_10052,"""0.99307552817203070816276522236876189708709717,40.0070""",0.64,1145,20.0,Tea,347,4750,0,0,1.23,2027347.5,464721,604,13.4,763634,18
FARM_10053,"""-0.67335063649073134683931129984557628631591797,34.2938""",0.53,881,28.3,Sugarcane,53,200,1,0,2.27,24062.0,6012,726,12.3,10287,20
FARM_10054,"""-4.03947152086126237691132701002061367034912109,40.3917""",0.9,813,18.3,Potatoes,90,659,0,0,1.3,77103.0,18973,464,18.9,24544,28
FARM_10055,"""-0.16274756421804692507748768548481166362762451,35.1036""",0.47,735,22.9,Tomatoes,84,2888,2,0,0.93,225610.56,31124,900,6.5,112805,23
FARM_10056,"""1.83012825642930643255112954648211598396301270,35.7791""",0.87,892,22.8,Wheat,90,4441,0,0,1.06,423671.4,103040,583,12.5,155876,17
FARM_10057,"""0.07294577519871481285917980130761861801147461,38.6171""",0.48,714,21.9,Beans,99,5815,1,0,1.2,690822.0,151868,675,14.7,280646,17
FARM_10058,"""3.41058639284320452844667670433409512042999268,36.1198""",0.68,452,26.1,Vegetables,113,3901,3,0,1.49,656811.37,34479,688,13.4,270387,19
FARM_10059,"""-2.01288574508448148137063071771990507841110229,39.2908""",0.65,785,17.5,Tomatoes,71,1593,1,0,1.07,121020.21,13942,733,12.5,52089,11
FARM_10060,"""-3.89788270687312632389875943772494792938232422,38.8646""",0.26,521,25.9,Wheat,97,2838,2,1,0.69,189947.34,12902,467,15.5,60704,30
FARM_10061,"""4.01006018841945799380255266441963613033294678,34.8652""",0.72,807,20.8,Vegetables,84,5776,0,0,1.05,509443.2,39124,700,13.6,212268,12
FARM_10062,"""-1.18277394938756330589058052282780408859252930,39.2481""",0.35,774,23.5,Beans,96,4631,1,1,0.99,440130.24,102190,710,11.6,185221,6
